"Name","mean_mem","median_mem","mode_mem","min_mem","max_mem","percentile_0_mem","percentile_25_mem","percentile_50_mem","percentile_75_mem","percentile_100_mem","mean_cpu","median_cpu","mode_cpu","min_cpu","max_cpu","percentile_0_cpu","percentile_25_cpu","percentile_50_cpu","percentile_75_cpu","percentile_100_cpu"
"ca1.auditor.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00215827338129496,0,0,0,0.14,0,0,0,0,0.14
"ca2.organization.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00316546762589928,0,0,0,0.14,0,0,0,0,0.14
"contaudit-network",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,0.135611510791367,0.12,0.12,0.09,0.31,0.09,0.1,0.12,0.135,0.31
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,0.125035971223022,0.11,0.11,0.08,0.28,0.08,0.09,0.11,0.13,0.28
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",17.7610791366907,17.76,17.76,17.76,17.78,17.76,17.76,17.76,17.76,17.78,0.608992805755396,0.11,0.1,0.09,8.8,0.09,0.1,0.11,0.18,8.8
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.000719424460431655,0,0,0,0.03,0,0,0,0,0.03
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,0.12863309352518,0.1,0.1,0.08,0.32,0.08,0.1,0.1,0.125,0.32
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,0.130143884892086,0.11,0.11,0.08,0.29,0.08,0.1,0.11,0.13,0.29
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,0.114532374100719,0.11,0.1,0.08,0.24,0.08,0.1,0.11,0.115,0.24
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",17.2407194244604,17.24,17.24,17.24,17.27,17.24,17.24,17.24,17.24,17.27,0.596258992805755,0.12,0.11,0.09,9.58,0.09,0.105,0.12,0.21,9.58
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.00115107913669065,0,0,0,0.04,0,0,0,0,0.04
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,0.119640287769784,0.11,0.1,0.09,0.23,0.09,0.1,0.11,0.12,0.23
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,0.146834532374101,0.12,0.12,0.08,0.3,0.08,0.11,0.12,0.21,0.3
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,0.132877697841727,0.11,0.11,0.08,0.3,0.08,0.1,0.11,0.13,0.3
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",17.6602877697842,17.66,17.66,17.66,17.67,17.66,17.66,17.66,17.66,17.67,0.551798561151079,0.12,0.11,0.09,5.08,0.09,0.11,0.12,0.19,5.08
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.00215827338129496,0,0,0,0.13,0,0,0,0,0.13
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,0.137338129496403,0.11,0.11,0.08,0.4,0.08,0.1,0.11,0.135,0.4
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",16.6347482014388,16.47,16.47,16.47,17.3,16.47,16.47,16.47,16.56,17.3,0.924748201438849,0.09,0.09,0.07,17.19,0.07,0.09,0.09,0.24,17.19
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",17.5086330935252,17.42,17.42,17.42,18.03,17.42,17.42,17.42,17.445,18.03,0.631079136690648,0.12,0.11,0.08,9.58,0.08,0.11,0.12,0.28,9.58
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",18.120071942446,18.12,18.12,18.11,18.13,18.11,18.12,18.12,18.12,18.13,0.598057553956835,0.1,0.1,0.07,6.34,0.07,0.09,0.1,0.19,6.34
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.00079136690647482,0,0,0,0.03,0,0,0,0,0.03
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",17.3815107913669,17.18,17.17,17.17,17.85,17.17,17.17,17.18,17.85,17.85,1.17510791366906,0.12,0.12,0.08,28.31,0.08,0.11,0.12,0.3,28.31
"explorer.contaudit-network",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.43928057553957,0,0,0,13.17,0,0,0,0.12,13.17
"explorerdb.contaudit-network",0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.521151079136691,0.01,0,0,4.02,0,0,0.01,0.145,4.02
"o1.contaudit.ppgc.inf.ufrgs.br",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.440935251798561,0.29,0.27,0.2,2.57,0.2,0.26,0.29,0.375,2.57
"o2.contaudit.ppgc.inf.ufrgs.br",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.301294964028777,0.2,0.2,0.13,3.13,0.13,0.19,0.2,0.23,3.13
"o3.contaudit.ppgc.inf.ufrgs.br",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.382877697841727,0.21,0.19,0.12,3.25,0.12,0.19,0.21,0.28,3.25
"p1.auditor.contaudit.ppgc.inf.ufrgs.br",0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,5.7426618705036,3.67,2.17,1.09,16.22,1.09,2.17,3.67,8.1,16.22
"p1.organization.contaudit.ppgc.inf.ufrgs.br",0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,3.99489208633094,2.82,0.99,0.99,16.91,0.99,1.89,2.82,4.985,16.91
"p2.auditor.contaudit.ppgc.inf.ufrgs.br",0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,5.38884892086331,3.6,1.8,1.11,15.66,1.11,2.03,3.6,7.85,15.66
"p2.organization.contaudit.ppgc.inf.ufrgs.br",0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,4.65676258992806,2.7,1.98,1.17,15.82,1.17,1.925,2.7,7.61,15.82
