"Name","mean_mem","median_mem","mode_mem","min_mem","max_mem","percentile_0_mem","percentile_25_mem","percentile_50_mem","percentile_75_mem","percentile_100_mem","mean_cpu","median_cpu","mode_cpu","min_cpu","max_cpu","percentile_0_cpu","percentile_25_cpu","percentile_50_cpu","percentile_75_cpu","percentile_100_cpu"
"ca1.auditor.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.000839160839160839,0,0,0,0.11,0,0,0,0,0.11
"ca2.organization.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00125874125874126,0,0,0,0.17,0,0,0,0,0.17
"contaudit-network",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,0.150174825174825,0.11,0.1,0.07,2.37,0.07,0.1,0.11,0.19,2.37
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",11.0324475524476,11.03,11.03,11.03,11.08,11.03,11.03,11.03,11.03,11.08,0.197412587412587,0.1,0.1,0.08,7.31,0.08,0.1,0.1,0.12,7.31
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",20.6924125874126,20.69,20.69,20.69,20.72,20.69,20.69,20.69,20.69,20.72,0.42451048951049,0.11,0.1,0.09,12.29,0.09,0.1,0.11,0.19,12.29
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.00132867132867133,0,0,0,0.12,0,0,0,0,0.12
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,0.157027972027972,0.12,0.11,0.09,2.66,0.09,0.11,0.12,0.19,2.66
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,0.141678321678322,0.11,0.1,0.08,1.84,0.08,0.1,0.11,0.12,1.84
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,0.209545454545455,0.12,0.12,0.09,9.11,0.09,0.11,0.12,0.13,9.11
