"Name","mean_mem","median_mem","mode_mem","min_mem","max_mem","percentile_0_mem","percentile_25_mem","percentile_50_mem","percentile_75_mem","percentile_100_mem","mean_cpu","median_cpu","mode_cpu","min_cpu","max_cpu","percentile_0_cpu","percentile_25_cpu","percentile_50_cpu","percentile_75_cpu","percentile_100_cpu"
"ca1.auditor.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00716981132075472,0,0,0,0.18,0,0,0,0,0.18
"ca2.organization.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00641509433962264,0,0,0,0.16,0,0,0,0,0.16
"contaudit-network",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,0.124528301886792,0.11,0.11,0.09,0.22,0.09,0.1,0.11,0.12,0.22
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,0.129433962264151,0.11,0.11,0.1,0.29,0.1,0.11,0.11,0.12,0.29
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,0.429056603773585,0.1,0.1,0.07,4.83,0.07,0.09,0.1,0.11,4.83
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0128301886792453,0,0,0,0.22,0,0,0,0,0.22
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,0.133396226415094,0.12,0.1,0.1,0.23,0.1,0.11,0.12,0.13,0.23
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,0.147358490566038,0.12,0.11,0.09,0.3,0.09,0.11,0.12,0.19,0.3
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,0.136415094339623,0.11,0.1,0.09,0.3,0.09,0.1,0.11,0.14,0.3
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,0.682830188679245,0.12,0.11,0.11,8.84,0.11,0.11,0.12,0.23,8.84
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.00679245283018868,0,0,0,0.17,0,0,0,0,0.17
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,0.138679245283019,0.11,0.11,0.09,0.37,0.09,0.1,0.11,0.17,0.37
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,0.152264150943396,0.12,0.12,0.09,0.39,0.09,0.11,0.12,0.16,0.39
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,0.135094339622642,0.12,0.11,0.1,0.23,0.1,0.11,0.12,0.13,0.23
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,0.808490566037736,0.13,0.12,0.1,9.68,0.1,0.12,0.13,0.21,9.68
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.00943396226415094,0,0,0,0.16,0,0,0,0,0.16
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,0.128867924528302,0.1,0.1,0.09,0.3,0.09,0.1,0.1,0.11,0.3
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",14.7811320754717,14.78,14.78,14.78,14.8,14.78,14.78,14.78,14.78,14.8,1.03075471698113,0.12,0.12,0.11,8.15,0.11,0.11,0.12,0.23,8.15
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",16.0807547169811,16.08,16.08,16.08,16.09,16.08,16.08,16.08,16.08,16.09,1.12207547169811,0.12,0.1,0.1,13.01,0.1,0.1,0.12,0.18,13.01
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",15.6507547169811,15.65,15.65,15.65,15.66,15.65,15.65,15.65,15.65,15.66,0.651509433962264,0.12,0.12,0.1,10.66,0.1,0.11,0.12,0.15,10.66
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.00830188679245283,0,0,0,0.21,0,0,0,0,0.21
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,1.11094339622642,0.2,0.12,0.09,12.4,0.09,0.12,0.2,0.3,12.4
"explorer.contaudit-network",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.72245283018868,0.01,0,0,11.03,0,0,0.01,0.89,11.03
"explorerdb.contaudit-network",0.050377358490566,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.454150943396226,0.03,0,0,3.01,0,0,0.03,0.19,3.01
"o1.contaudit.ppgc.inf.ufrgs.br",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.458301886792453,0.28,0.28,0.19,2.84,0.19,0.25,0.28,0.35,2.84
"o2.contaudit.ppgc.inf.ufrgs.br",0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.260188679245283,0.18,0.18,0.13,1.39,0.13,0.16,0.18,0.22,1.39
"o3.contaudit.ppgc.inf.ufrgs.br",0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.267169811320755,0.19,0.19,0.13,0.96,0.13,0.17,0.19,0.25,0.96
"p1.auditor.contaudit.ppgc.inf.ufrgs.br",0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,5.53754716981132,3.33,3.33,1.43,15.65,1.43,1.86,3.33,8.68,15.65
"p1.organization.contaudit.ppgc.inf.ufrgs.br",0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,3.47377358490566,2.75,2.04,1.24,10.12,1.24,1.91,2.75,4.26,10.12
"p2.auditor.contaudit.ppgc.inf.ufrgs.br",0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,5.26075471698113,3.07,3.07,1.44,17.73,1.44,1.88,3.07,8.35,17.73
"p2.organization.contaudit.ppgc.inf.ufrgs.br",0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,4.56849056603774,2.72,1.83,1.35,13.34,1.35,1.77,2.72,8.23,13.34
