"Name","mean_mem","median_mem","mode_mem","min_mem","max_mem","percentile_0_mem","percentile_25_mem","percentile_50_mem","percentile_75_mem","percentile_100_mem","mean_cpu","median_cpu","mode_cpu","min_cpu","max_cpu","percentile_0_cpu","percentile_25_cpu","percentile_50_cpu","percentile_75_cpu","percentile_100_cpu"
"ca1.auditor.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00308571428571429,0,0,0,0.18,0,0,0,0,0.18
"ca2.organization.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00257142857142857,0,0,0,0.15,0,0,0,0,0.15
"contaudit-network",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",9.73,9.73,9.73,9.73,9.73,9.73,9.73,9.73,9.73,9.73,0.103828571428571,0.1,0.09,0.08,0.2,0.08,0.09,0.1,0.105,0.2
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,0.117485714285714,0.1,0.1,0.08,0.28,0.08,0.09,0.1,0.11,0.28
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",18.7287428571429,18.72,18.72,18.72,19.32,18.72,18.72,18.72,18.72,19.32,0.569142857142857,0.11,0.11,0.09,12.67,0.09,0.11,0.11,0.2,12.67
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.00217142857142857,0,0,0,0.15,0,0,0,0,0.15
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,0.105657142857143,0.09,0.09,0.08,0.29,0.08,0.09,0.09,0.1,0.29
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,0.1244,0.11,0.11,0.08,0.39,0.08,0.11,0.11,0.13,0.39
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",10.41,10.41,10.41,10.41,10.41,10.41,10.41,10.41,10.41,10.41,0.0865714285714286,0.08,0.08,0.06,0.19,0.06,0.08,0.08,0.09,0.19
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",18.4132571428571,18.41,18.41,18.41,18.67,18.41,18.41,18.41,18.41,18.67,0.757714285714286,0.11,0.1,0.08,30.95,0.08,0.1,0.11,0.12,30.95
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.000457142857142857,0,0,0,0.03,0,0,0,0,0.03
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.87,10.87,10.87,10.87,10.87,10.87,10.87,10.87,10.87,10.87,0.134742857142857,0.11,0.11,0.08,0.28,0.08,0.1,0.11,0.18,0.28
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,0.110342857142857,0.11,0.11,0.09,0.2,0.09,0.1,0.11,0.11,0.2
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,0.120571428571429,0.11,0.11,0.09,0.23,0.09,0.1,0.11,0.12,0.23
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",18.7905714285714,18.79,18.79,18.79,18.8,18.79,18.79,18.79,18.79,18.8,0.610457142857143,0.12,0.11,0.09,9.42,0.09,0.11,0.12,0.22,9.42
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.000571428571428571,0,0,0,0.04,0,0,0,0,0.04
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.06,10.06,10.06,10.06,10.06,10.06,10.06,10.06,10.06,10.06,0.0931428571428571,0.09,0.08,0.07,0.19,0.07,0.08,0.09,0.1,0.19
