"Name","mean_mem","median_mem","mode_mem","min_mem","max_mem","percentile_0_mem","percentile_25_mem","percentile_50_mem","percentile_75_mem","percentile_100_mem","mean_cpu","median_cpu","mode_cpu","min_cpu","max_cpu","percentile_0_cpu","percentile_25_cpu","percentile_50_cpu","percentile_75_cpu","percentile_100_cpu"
"ca1.auditor.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00117647058823529,0,0,0,0.01,0,0,0,0,0.01
"ca2.organization.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00117647058823529,0,0,0,0.01,0,0,0,0,0.01
"contaudit-network",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,0.112352941176471,0.09,0.09,0.07,0.22,0.07,0.07,0.09,0.1,0.22
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,0.0970588235294118,0.09,0.09,0.07,0.19,0.07,0.07,0.09,0.09,0.19
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.52,0.274705882352941,0.09,0.07,0.07,1.46,0.07,0.07,0.09,0.1,1.46
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.00117647058823529,0,0,0,0.01,0,0,0,0,0.01
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,0.102941176470588,0.08,0.07,0.07,0.24,0.07,0.07,0.08,0.09,0.24
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,0.0923529411764706,0.08,0.07,0.07,0.21,0.07,0.07,0.08,0.08,0.21
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,0.113529411764706,0.09,0.08,0.07,0.25,0.07,0.08,0.09,0.1,0.25
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,0.353529411764706,0.1,0.08,0.07,1.52,0.07,0.08,0.1,0.32,1.52
