"Name","mean_mem","median_mem","mode_mem","min_mem","max_mem","percentile_0_mem","percentile_25_mem","percentile_50_mem","percentile_75_mem","percentile_100_mem","mean_cpu","median_cpu","mode_cpu","min_cpu","max_cpu","percentile_0_cpu","percentile_25_cpu","percentile_50_cpu","percentile_75_cpu","percentile_100_cpu"
"ca1.auditor.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00358974358974359,0,0,0,0.14,0,0,0,0,0.14
"ca2.organization.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00307692307692308,0,0,0,0.12,0,0,0,0,0.12
"contaudit-network",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",9.73,9.73,9.73,9.73,9.73,9.73,9.73,9.73,9.73,9.73,0.126923076923077,0.11,0.11,0.07,0.3,0.07,0.1,0.11,0.12,0.3
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,0.117051282051282,0.11,0.11,0.08,0.21,0.08,0.1,0.11,0.12,0.21
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",20.7526923076923,20.72,20.72,20.72,21.46,20.72,20.72,20.72,20.72,21.46,0.392179487179487,0.125,0.12,0.1,4.76,0.1,0.11,0.125,0.1975,4.76
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.000256410256410256,0,0,0,0.01,0,0,0,0,0.01
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,0.121923076923077,0.11,0.11,0.08,0.31,0.08,0.1,0.11,0.11,0.31
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,0.115128205128205,0.1,0.1,0.07,0.37,0.07,0.09,0.1,0.11,0.37
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",10.41,10.41,10.41,10.41,10.41,10.41,10.41,10.41,10.41,10.41,0.107051282051282,0.09,0.09,0.07,0.2,0.07,0.09,0.09,0.11,0.2
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",20.0416666666667,20.03,20.03,20.03,20.44,20.03,20.03,20.03,20.03,20.44,0.461794871794872,0.12,0.1,0.09,4.23,0.09,0.1,0.12,0.21,4.23
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.242692307692308,0.24,0.24,0.24,0.25,0.24,0.24,0.24,0.25,0.25,0.0058974358974359,0,0,0,0.23,0,0,0,0,0.23
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,0.131153846153846,0.11,0.1,0.09,0.31,0.09,0.1,0.11,0.13,0.31
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,0.111282051282051,0.1,0.1,0.08,0.23,0.08,0.09,0.1,0.1175,0.23
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,0.102051282051282,0.1,0.1,0.08,0.2,0.08,0.09,0.1,0.11,0.2
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",20.37,20.37,20.37,20.37,20.37,20.37,20.37,20.37,20.37,20.37,0.395641025641026,0.11,0.11,0.09,5.24,0.09,0.11,0.11,0.1675,5.24
