"Name","mean_mem","median_mem","mode_mem","min_mem","max_mem","percentile_0_mem","percentile_25_mem","percentile_50_mem","percentile_75_mem","percentile_100_mem","mean_cpu","median_cpu","mode_cpu","min_cpu","max_cpu","percentile_0_cpu","percentile_25_cpu","percentile_50_cpu","percentile_75_cpu","percentile_100_cpu"
"ca1.auditor.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.000452674897119342,0,0,0,0.03,0,0,0,0,0.03
"ca2.organization.contaudit.ppgc.inf.ufrgs.br",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.000329218106995885,0,0,0,0.03,0,0,0,0,0.03
"contaudit-network",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,0.196460905349794,0.12,0.12,0.09,5.37,0.09,0.11,0.12,0.19,5.37
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,0.160164609053498,0.11,0.11,0.07,1.25,0.07,0.11,0.11,0.13,1.25
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",18.9272839506173,18.93,18.93,18.92,18.94,18.92,18.92,18.93,18.93,18.94,0.555432098765432,0.1,0.09,0.07,7.48,0.07,0.08,0.1,0.19,7.48
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.00185185185185185,0,0,0,0.15,0,0,0,0,0.15
"dev-p1.auditor.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,0.188847736625514,0.11,0.11,0.07,4.91,0.07,0.1,0.11,0.19,4.91
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",9.98897119341564,9.99,9.99,9.98,9.99,9.98,9.99,9.99,9.99,9.99,0.199094650205761,0.12,0.11,0.07,5.28,0.07,0.11,0.12,0.2,5.28
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,0.141481481481481,0.1,0.1,0.07,1.1,0.07,0.1,0.1,0.12,1.1
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",18.4030452674897,18.39,18.39,18.39,18.87,18.39,18.39,18.39,18.39,18.87,0.564362139917695,0.13,0.11,0.07,11.65,0.07,0.11,0.13,0.21,11.65
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.00251028806584362,0,0,0,0.16,0,0,0,0,0.16
"dev-p1.organization.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,0.175308641975309,0.12,0.11,0.07,2.25,0.07,0.11,0.12,0.2,2.25
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,0.147078189300412,0.11,0.11,0.07,1.05,0.07,0.11,0.11,0.12,1.05
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,0.155514403292181,0.11,0.1,0.07,1.39,0.07,0.1,0.11,0.135,1.39
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",18.9095061728395,18.9,18.9,18.89,19.34,18.89,18.89,18.9,18.9,19.34,0.48156378600823,0.11,0.09,0.05,5.93,0.05,0.09,0.11,0.19,5.93
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.00201646090534979,0,0,0,0.17,0,0,0,0,0.17
"dev-p2.auditor.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,0.170905349794239,0.1,0.1,0.07,4.54,0.07,0.1,0.1,0.12,4.54
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-application-chaincode_1.0-a600ba687f904fa25b330186b001b3c14817d7479439c94047988bb5342c88d7",18.068353909465,17.93,17.93,17.93,18.44,17.93,17.93,17.93,18.185,18.44,0.593950617283951,0.11,0.09,0.04,17.45,0.04,0.09,0.11,0.15,17.45
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-artifact-chaincode_1.0-c4699f34cb6837107b495fe1db440d59890a13a55e950c64381413397010f2f9",19.4732510288066,19.37,19.37,19.37,20.13,19.37,19.37,19.37,19.42,20.13,0.476584362139918,0.11,0.11,0.07,7.53,0.07,0.1,0.11,0.205,7.53
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-log-chaincode_1.0-2cc0797c17541030882e26ed5dbe0eff943d9176fc09fa894b34065e567eaf63",19.4612757201646,19.46,19.46,19.46,19.48,19.46,19.46,19.46,19.46,19.48,0.445185185185185,0.12,0.12,0.07,4.13,0.07,0.11,0.12,0.21,4.13
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.00226337448559671,0,0,0,0.19,0,0,0,0,0.19
"dev-p2.organization.contaudit.ppgc.inf.ufrgs.br-wrapper-chaincode_1.0-429db1795ab3c43eee6b5e1ea370bfffccf3ffe4bc19f8a55b1891be7394dbcf",18.7714403292181,18.62,18.61,18.61,19.03,18.61,18.61,18.62,19.03,19.03,0.534238683127572,0.12,0.1,0.07,9.66,0.07,0.11,0.12,0.22,9.66
"explorer.contaudit-network",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2.0637037037037,0.01,0,0,20.53,0,0,0.01,0.695,20.53
"explorerdb.contaudit-network",0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.732633744855967,0.07,0,0,6.1,0,0.02,0.07,0.775,6.1
"o1.contaudit.ppgc.inf.ufrgs.br",0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.473909465020576,0.29,0.27,0.18,3.5,0.18,0.25,0.29,0.39,3.5
"o2.contaudit.ppgc.inf.ufrgs.br",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.33,0.2,0.19,0.11,2.46,0.11,0.17,0.2,0.25,2.46
"o3.contaudit.ppgc.inf.ufrgs.br",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.343292181069959,0.2,0.18,0.13,2.17,0.13,0.18,0.2,0.28,2.17
"p1.auditor.contaudit.ppgc.inf.ufrgs.br",0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,5.55769547325103,3.72,2.92,0.94,16.89,0.94,2.42,3.72,8.085,16.89
"p1.organization.contaudit.ppgc.inf.ufrgs.br",0.140246913580247,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,4.06711934156379,2.83,2.39,1.05,15.26,1.05,2.05,2.83,5.46,15.26
"p2.auditor.contaudit.ppgc.inf.ufrgs.br",0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,5.68905349794239,3.78,1.8,1.15,18.34,1.15,2.305,3.78,8.29,18.34
"p2.organization.contaudit.ppgc.inf.ufrgs.br",0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,4.85736625514403,2.96,1.96,1.24,12.87,1.24,2.075,2.96,7.71,12.87
