 
Status=Not/Inst/Conf-files/Unpacked/halF-conf/Half-inst/trig-aWait/Trig-pend 
Err?=(none)/Reinst-required (Status,Err:
kali-desktop-xfce 2022.3.12
kali-grant-root 2021.1.0
kali-hidpi-mode 2023.1.0
kali-legacy-wallpapers 2022.4.1
kali-linux-arm 2022.3.12
kali-linux-core 2023.1.2
kali-linux-firmware 2023.1.2
kali-menu 2022.4.1
kali-themes 2023.1.1
kali-themes-common 2023.1.1
kali-tools-802-11 2023.1.2
kali-tools-bluetooth 2023.1.2
kali-tools-crypto-stego 2023.1.2
kali-tools-fuzzing 2023.1.2
kali-tools-gpu 2023.1.2
kali-tools-hardware 2022.3.12
kali-tools-post-exploitation 2023.1.2
kali-tools-sniffing-spoofing 2023.1.2
kali-tools-windows-resources 2023.1.2
kali-tweaks 2023.1.2
kali-undercover 2023.1.0
kali-wallpapers-2022 2022.4.1
kali-wallpapers-legacy 2022.4.1
kalibrate-rtl 0.4.1+git20191125-0kali2
kbd 2.5.1-1
kerberoast 0.0~git20210107.e983ba1-1
keyboard-configuration 1.215
keyutils 1.6.3-2
king-phisher 1.15.0+git20220130-0kali1
kismet 2022.08.R1-0kali2
kismet-capture-common 2022.08.R1-0kali2
kismet-capture-linux-bluetooth 2022.02.R1-0kali1
kismet-capture-linux-wifi 2022.02.R1-0kali1
kismet-capture-nrf-51822 2022.02.R1-0kali1
kismet-capture-nrf-52840 2022.02.R1-0kali1
kismet-capture-nrf-mousejack 2022.02.R1-0kali1
kismet-capture-nxp-kw41z 2022.02.R1-0kali1
kismet-capture-rz-killerbee 2022.02.R1-0kali1
kismet-capture-ti-cc-2531 2022.02.R1-0kali1
kismet-capture-ti-cc-2540 2022.02.R1-0kali1
kismet-capture-ubertooth-one 2022.02.R1-0kali1
kismet-core 2022.02.R1-0kali1
kismet-logtools 2022.08.R1-0kali2
klibc-utils 2.0.11-1
kmod 30+20221128-1
knocker 0.7.1-6+b1
koadic 0~git20210412-0kali2
krb5-locales 1.20.1-1
lame 3.100-6
lapsdumper 0+git20220412-0kali1
laptop-detect 0.16
laudanum 1.0+r36-0kali5
lbd 0.4-1kali2
ldap-utils 2.5.13+dfsg-3
legion 0.3.9-0kali1
less 590-1.1
lib2geom1.2.0:amd64 1.2.2-3
lib32gcc-s1 12.2.0-14
lib32stdc++6 12.2.0-14
liba52-0.7.4:amd64 0.7.4-20
libaa1:amd64 1.4p5-50
libaacs0:amd64 0.11.1-1
libabsl20220623:amd64 20220623.1-1
libabw-0.1-1:amd64 0.1.3-1
libacl1:amd64 2.3.1-3
libactivation-java 1.2.0-2
libaec0:amd64 1.0.6-1+b1
libafflib0v5:amd64 3.7.20-1
libaio1:amd64 0.3.113-4
libairspy0:amd64 1.0.10-2+b1
libairspyhf1:amd64 1.6.8-3
libalgorithm-c3-perl 0.11-2
libalgorithm-diff-perl 1.201-1
libalgorithm-diff-xs-perl:amd64 0.04-8+b1
libalgorithm-merge-perl 0.08-5
libamd2:amd64 1:5.12.0+dfsg-2
libann0 1.1.2+doc-9
libao-common 1.2.2+20180113-1.1
libao4:amd64 1.2.2+20180113-1.1
libaom3:amd64 3.5.0-1
libapache-pom-java 29-2
libapache2-mod-php 2:8.1+92+nmu1
libapache2-mod-php8.1 8.1.12-1+b1
libapparmor1:amd64 3.0.8-2
libappstream4:amd64 0.15.6-1
libapr1:amd64 1.7.0-8
libaprutil1:amd64 1.6.1-5.2
libaprutil1-dbd-sqlite3:amd64 1.6.1-5.2
libaprutil1-ldap:amd64 1.6.1-5.2
libapt-pkg-perl 0.1.40+b2
libapt-pkg6.0:amd64 2.6.0
libarchive-zip-perl 1.68-1
libarchive13:amd64 3.6.2-1
libargon2-1:amd64 0~20171227-0.3
libaribb24-0:amd64 1.0.3-2
libarmadillo11 1:11.4.2+dfsg-1
libarpack2:amd64 3.8.0-3
libasan6:amd64 11.3.0-11
libasan8:amd64 12.2.0-14
libasound2:amd64 1.2.8-1+b1
libasound2-data 1.2.8-1
libasound2-plugins:amd64 1.2.7.1-1
libaspell15:amd64 0.60.8-4+b1
libass9:amd64 1:0.17.0-2
libassuan0:amd64 2.5.5-5
libasyncns0:amd64 0.8-6+b3
libatasmart4:amd64 0.19-5
libatk-adaptor:amd64 2.46.0-4
libatk-bridge2.0-0:amd64 2.46.0-4
libatk-wrapper-java 0.40.0-2
libatk-wrapper-java-jni:amd64 0.40.0-2
libatk1.0-0:amd64 2.38.0-1
libatk1.0-data 2.38.0-1
libatkmm-1.6-1v5:amd64 2.28.3-1
libatomic1:amd64 12.2.0-14
libatomic1:i386 12.2.0-14
libatrildocument3 1.26.0-1
libatrilview3 1.26.0-1
libatspi2.0-0:amd64 2.44.1-1
libattr1:amd64 1:2.5.1-4
libaudio2:amd64 1.9.4-7
libaudit-common 1:3.0.7-1.1
libaudit1:amd64 1:3.0.7-1.1+b2
libauthen-sasl-perl 2.1600-3
libavahi-client3:amd64 0.8-7
libavahi-common-data:amd64 0.8-7
libavahi-common3:amd64 0.8-7
libavahi-core7:amd64 0.8-7
libavahi-glib1:amd64 0.8-7
libavc1394-0:amd64 0.5.4-5
libavcodec-extra58:amd64 7:4.4.2-1+b1
libavcodec59:amd64 7:5.1.2-3
libavdevice59:amd64 7:5.1.2-3
libavfilter8:amd64 7:5.1.2-3
libavformat59:amd64 7:5.1.2-3
libavutil56:amd64 7:4.4.2-1+b1
libavutil57:amd64 7:5.1.2-3
libayatana-appindicator3-1 0.5.91-1
libayatana-ido3-0.4-0:amd64 0.9.2-1
libayatana-indicator3-7:amd64 0.9.3-1
libb-hooks-endofscope-perl 0.26-1
libb-hooks-op-check-perl:amd64 0.22-2+b1
libb-keywords-perl 1.24-2
libb2-1:amd64 0.98.1-1.1
libbabeltrace1:amd64 1.5.11-1+b1
libbabl-0.1-0:amd64 1:0.1.98-1+b1
libbase-java 1.1.6-3
libbatik-java 1.16+dfsg-1
libbcg729-0:amd64 1.1.1-2
libbcmail-java 1.72-2
libbcpkix-java 1.72-2
libbcprov-java 1.72-2
libbcutil-java 1.72-2
libbde1:amd64 20190102-2+b2
libbdplus0:amd64 0.2.0-2
libbfio1:amd64 20170123-6
libbinutils:amd64 2.40-2
libbit-vector-perl:amd64 7.4-2+b1
libbladerf2:amd64 0.2022.11-1
libblas3:amd64 3.11.0-2
libblkid1:amd64 2.38.1-4
libblockdev-crypto2:amd64 2.28-2
libblockdev-fs2:amd64 2.28-2
libblockdev-loop2:amd64 2.28-2
libblockdev-part-err2:amd64 2.28-2
libblockdev-part2:amd64 2.28-2
libblockdev-swap2:amd64 2.28-2
libblockdev-utils2:amd64 2.28-2
libblockdev2:amd64 2.28-2
libblosc1:amd64 1.21.3+ds-1
libbluetooth-dev:amd64 5.66-1+kali1
libbluetooth3:amd64 5.66-1+kali1
libbluray2:amd64 1:1.3.4-1
libboost-atomic1.74-dev:amd64 1.74.0+ds1-20
libboost-atomic1.74.0:amd64 1.74.0+ds1-20
libboost-chrono1.74-dev:amd64 1.74.0+ds1-20
libboost-chrono1.74.0:amd64 1.74.0+ds1-20
libboost-date-time1.74-dev:amd64 1.74.0+ds1-20
libboost-date-time1.74.0:amd64 1.74.0+ds1-20
libboost-dev:amd64 1.74.0.3
libboost-filesystem1.74-dev:amd64 1.74.0+ds1-20
libboost-filesystem1.74.0:amd64 1.74.0+ds1-20
libboost-iostreams1.74.0:amd64 1.74.0+ds1-20
libboost-locale1.74.0:amd64 1.74.0+ds1-20
libboost-program-options1.74-dev:amd64 1.74.0+ds1-20
libboost-program-options1.74.0:amd64 1.74.0+ds1-20
libboost-python1.74.0 1.74.0+ds1-20
libboost-regex1.74-dev:amd64 1.74.0+ds1-20
libboost-regex1.74.0:amd64 1.74.0+ds1-20
libboost-serialization1.74-dev:amd64 1.74.0+ds1-20
libboost-serialization1.74.0:amd64 1.74.0+ds1-20
libboost-system1.74-dev:amd64 1.74.0+ds1-20
libboost-system1.74.0:amd64 1.74.0+ds1-20
libboost-test1.74-dev:amd64 1.74.0+ds1-20
libboost-test1.74.0:amd64 1.74.0+ds1-20
libboost-thread1.74-dev:amd64 1.74.0+ds1-20
libboost-thread1.74.0:amd64 1.74.0+ds1-20
libboost1.74-dev:amd64 1.74.0+ds1-20
libbox2d2:amd64 2.4.1-3
libbpf0:amd64 1:0.8.0-1
libbrlapi0.8:amd64 6.5-6
libbrotli1:amd64 1.0.9-2+b5
libbs2b0:amd64 3.1.0+dfsg-7
libbsd0:amd64 0.11.7-2
libbsd0:i386 0.11.7-2
libbsh-java 2.0b4-20
libbson-1.0-0 1.23.1-1+b1
libbtbb1:amd64 2018.12.R1-1
libbytes-random-secure-perl 0.29-3
libbz2-1.0:amd64 1.0.8-5+b1
libc-ares2:amd64 1.18.1-1+b2
libc-bin 2.36-9
libc-dev-bin 2.36-9
libc-devtools 2.36-9
libc-l10n 2.36-9
libc6:amd64 2.36-9
libc6:i386 2.36-9
libc6-dbg:amd64 2.36-9
libc6-dev:amd64 2.36-9
libc6-i386 2.36-9
libcaca0:amd64 0.99.beta20-3
libcacard0:amd64 1:2.8.0-3
libcairo-gobject2:amd64 1.16.0-7
libcairo-script-interpreter2:amd64 1.16.0-7
libcairo2:amd64 1.16.0-7
libcairomm-1.0-1v5:amd64 1.14.4-2
libcaja-extension1:amd64 1.26.1-1
libcamd2:amd64 1:5.12.0+dfsg-2
libcanberra-gtk-module:amd64 0.30-10
libcanberra-gtk0:amd64 0.30-10
libcanberra-gtk3-0:amd64 0.30-10
libcanberra-gtk3-module:amd64 0.30-10
libcanberra0:amd64 0.30-10
libcap-ng0:amd64 0.8.3-1+b2
libcap2:amd64 1:2.66-3
libcap2-bin 1:2.66-3
libcapi20-3:amd64 1:3.27-3+b1
libcapstone-dev:amd64 4.0.2-5
libcapstone4:amd64 4.0.2-5
libcarp-clan-perl 6.08-2
libcbor0.8:amd64 0.8.0-2+b1
libcc1-0:amd64 12.2.0-14
libccid 1.5.1-1
libccolamd2:amd64 1:5.12.0+dfsg-2
libcddb2 1.3.2-7
libcdio-cdda2:amd64 10.2+2.0.1-1
libcdio-paranoia2:amd64 10.2+2.0.1-1
libcdio19:amd64 2.1.0-4
libcdparanoia0:amd64 3.10.2+debian-14
libcdr-0.1-1:amd64 0.1.6-2+b2
libcdt5:amd64 2.42.2-7+b2
libcephfs2 16.2.10+ds-1
libcfitsio10:amd64 4.2.0-3
libcfitsio9:amd64 4.1.0-1
libcgi-fast-perl 1:2.15-1
libcgi-pm-perl 4.55-1
libcgraph6:amd64 2.42.2-7+b2
libcharls2:amd64 2.4.1-1
libcharon-extauth-plugins 5.9.8-3
libcholmod3:amd64 1:5.12.0+dfsg-2
libchromaprint1:amd64 1.5.1-2+b1
libcjson1:amd64 1.7.15-1
libclamav11:amd64 1.0.1+dfsg-2
libclang-common-13-dev 1:13.0.1-11+b1
libclang-common-14-dev 1:14.0.6-2
libclang-cpp13 1:13.0.1-11+b1
libclang-cpp14 1:14.0.6-2
libclang1-13 1:13.0.1-11+b1
libclang1-14 1:14.0.6-2
libclass-c3-perl 0.35-2
libclass-c3-xs-perl 0.15-1+b3
libclass-data-inheritable-perl 0.08-3
libclass-inspector-perl 1.36-3
libclass-load-perl 0.25-2
libclass-load-xs-perl 0.10-2+b1
libclass-method-modifiers-perl 2.13-2
libclass-singleton-perl 1.6-2
libclass-tiny-perl 1.008-2
libclass-xsaccessor-perl 1.19-4+b1
libcli1.10:amd64 1.10.7-1+b1
libclone-perl:amd64 0.46-1
libcloudproviders0:amd64 0.3.1-2
libclucene-contribs1v5:amd64 2.3.3.4+dfsg-1.1
libclucene-core1v5:amd64 2.3.3.4+dfsg-1.1
libcodec2-1.0:amd64 1.0.5-1
libcolamd2:amd64 1:5.12.0+dfsg-2
libcolord2:amd64 1.4.6-2.1
libcolorhug2:amd64 1.4.6-2.1
libcom-err2:amd64 1.46.6~rc1-1.1
libcommon-sense-perl:amd64 3.75-3
libcommons-collections3-java 3.2.2-2
libcommons-io-java 2.11.0-2
libcommons-logging-java 1.2-3
libcommons-parent-java 56-1
libconfig-inifiles-perl 3.000003-2
libconfig-tiny-perl 2.28-2
libconfig9:amd64 1.5-0.4
libcreg1:amd64 20210625-0kali1+b1
libcrypt-dev:amd64 1:4.4.33-2
libcrypt-random-seed-perl 0.03-3
libcrypt-rc4-perl 2.02-5
libcrypt-ssleay-perl 0.73.06-2+b1
libcrypt1:amd64 1:4.4.33-2
libcrypto++8:amd64 8.7.0+git220824-1
libcryptsetup12:amd64 2:2.6.0-2
libct4:amd64 1.3.6-1.1
libctf-nobfd0:amd64 2.40-2
libctf0:amd64 2.40-2
libcups2:amd64 2.4.2-1+b2
libcurl3-gnutls:amd64 7.87.0-1
libcurl3-nss:amd64 7.87.0-1
libcurl4:amd64 7.87.0-1
libcwidget4:amd64 0.5.18-6
libdaemon0:amd64 0.14-7.1
libdata-dump-perl 1.25-1
libdata-optlist-perl 0.113-1
libdate-calc-perl 6.4-2
libdate-calc-xs-perl:amd64 6.4-2+b1
libdate-manip-perl 6.90-1
libdatetime-format-builder-perl 0.8300-1
libdatetime-format-iso8601-perl 0.16-2
libdatetime-format-strptime-perl 1.7900-1
libdatetime-locale-perl 1:1.37-1
libdatetime-perl 2:1.59-1
libdatetime-timezone-perl 1:2.56-1+2022g
libdatrie1:amd64 0.2.13-2+b1
libdav1d6:amd64 1.2.1-2
libdaxctl1:amd64 75-1
libdb5.3:amd64 5.3.28+dfsg2-1
libdbd-mariadb-perl 1.22-1+b1
libdbd-sqlite3-perl:amd64 1.72-1
libdbi-perl:amd64 1.643-4
libdbus-1-3:amd64 1.14.4-1
libdbus-glib-1-2:amd64 0.112-3
libdbusmenu-glib4:amd64 18.10.20180917~bzr492+repack1-3
libdbusmenu-gtk3-4:amd64 18.10.20180917~bzr492+repack1-3
libdc1394-25:amd64 2.2.6-4
libdca0:amd64 0.0.7-2
libdcmtk17:amd64 3.6.7-9
libdconf1:amd64 0.40.0-4
libde265-0:amd64 1.0.9-1
libdebconfclient0:amd64 0.266
libdebuginfod-common 0.188-2.1
libdebuginfod1:amd64 0.188-2.1
libdecor-0-0:amd64 0.1.1-1
libdecor-0-plugin-1-cairo:amd64 0.1.1-1
libdeflate0:amd64 1.14-1
libdevel-callchecker-perl:amd64 0.008-2
libdevel-caller-perl:amd64 2.06-3+b1
libdevel-globaldestruction-perl 0.14-4
libdevel-lexalias-perl 0.05-3+b1
libdevel-overloadinfo-perl 0.007-1
libdevel-partialdump-perl 0.20-2
libdevel-stacktrace-perl 2.0400-2
libdevmapper-event1.02.1:amd64 2:1.02.185-2
libdevmapper1.02.1:amd64 2:1.02.185-2
libdigest-bubblebabble-perl 0.02-2.1
libdigest-crc-perl 0.24-1+b1
libdigest-hmac-perl 1.04+dfsg-2
libdigest-md4-perl 1.9+dfsg-3+b1
libdigest-md5-file-perl 0.08-1.1
libdigest-perl-md5-perl 1.9-5
libdislocker0.7 0.7.3-2.1
libdist-checkconflicts-perl 0.11-2
libdistorm3-3 3.4.1-5
libdjvulibre-text 3.5.28-2
libdjvulibre21:amd64 3.5.28-2+b1
libdnlib2.1-cil 2.1-3
libdotconf0:amd64 1.3-0.3
libdouble-conversion3:amd64 3.2.1-1
libdpkg-perl 1.21.21+kali2
libdrm-amdgpu1:amd64 2.4.114-1+b1
libdrm-amdgpu1:i386 2.4.114-1+b1
libdrm-common 2.4.114-1
libdrm-dev:amd64 2.4.114-1+b1
libdrm-intel1:amd64 2.4.114-1+b1
libdrm-intel1:i386 2.4.114-1+b1
libdrm-nouveau2:amd64 2.4.114-1+b1
libdrm-nouveau2:i386 2.4.114-1+b1
libdrm-radeon1:amd64 2.4.114-1+b1
libdrm-radeon1:i386 2.4.114-1+b1
libdrm2:amd64 2.4.114-1+b1
libdrm2:i386 2.4.114-1+b1
libdumbnet1:amd64 1.16.3-1
libdv4:amd64 1.0.0-15
libdvbpsi10:amd64 1.3.3-1
libdvdnav4:amd64 6.1.1-1
libdvdread8:amd64 6.1.3-1
libdw1:amd64 0.188-2.1
libdynaloader-functions-perl 0.003-3
libe-book-0.1-1:amd64 0.1.3-2+b2
libeatmydata1:amd64 130-2+b1
libebml5:amd64 1.4.4-1
libedit2:amd64 3.1-20221030-2
libedit2:i386 3.1-20221030-2
libefiboot1:amd64 37-6
libefivar1:amd64 37-6
libegl-mesa0:amd64 22.3.6-1+deb12u1
libegl1:amd64 1.6.0-1
libehcache-java 2.6.11-5
libel-api-java 3.0.0-3
libelf1:amd64 0.188-2.1
libelf1:i386 0.188-2.1
libembree3-3:amd64 3.13.5+dfsg-2
libenchant-2-2:amd64 2.3.3-2
libencode-locale-perl 1.05-3
libengine-gost-openssl 3.0.1-2+b1
libengine-gost-openssl1.1 3.0.1-2+b1
libeot0:amd64 0.01-5+b1
libepoxy0:amd64 1.5.10-1
libepubgen-0.1-1:amd64 0.1.1-1
liberror-perl 0.17029-2
libesedb1:amd64 20181229-3.1+b4
libespeak-ng1:amd64 1.51+dfsg-9
libespeak1:amd64 1.48.15+dfsg-3
libestr0:amd64 0.1.11-1
libetonyek-0.1-1:amd64 0.1.10-3+b1
libev4:amd64 1:4.33-1
libeval-closure-perl 0.14-3
libevdev2:amd64 1.13.0+dfsg-1
libevent-2.1-7:amd64 2.1.12-stable-5+b1
libevent-core-2.1-7:amd64 2.1.12-stable-5+b1
libevent-openssl-2.1-7:amd64 2.1.12-stable-5+b1
libevent-pthreads-2.1-7:amd64 2.1.12-stable-5+b1
libevt1:amd64 20200926-1+b2
libevtx1:amd64 20210525-0kali1+b1
libewf2 20140813-1+b1
libexception-class-perl 1.45-1
libexecs0:amd64 1.3-2
libexif12:amd64 0.6.24-1+b1
libexiv2-14:amd64 0.25-4+deb10u2
libexiv2-27:amd64 0.27.5-4
libexo-2-0:amd64 4.18.0-1
libexo-common 4.18.0-1
libexpat1:amd64 2.5.0-1
libexpat1:i386 2.5.0-1
libexpat1-dev:amd64 2.5.0-1
libexporter-tiny-perl 1.006000-1
libext2fs2:amd64 1.46.6~rc1-1.1
libexttextcat-2.0-0:amd64 3.4.5-1
libexttextcat-data 3.4.5-1
libfaad2:amd64 2.10.1-1
libfakeroot:amd64 1.29-1
libfastjson4:amd64 0.99.9-2
libfbclient2:amd64 3.0.11.33637.ds4-2+b1
libfcgi-bin 2.4.2-2
libfcgi-perl 0.82+ds-2
libfcgi0ldbl:amd64 2.4.2-2
libfdisk1:amd64 2.38.1-4
libfdt1:amd64 1.6.1-4
libffi-dev:amd64 3.4.4-1
libffi8:amd64 3.4.4-1
libffi8:i386 3.4.4-1
libfftw3-bin 3.3.10-1
libfftw3-dev:amd64 3.3.10-1
libfftw3-double3:amd64 3.3.10-1
libfftw3-long3:amd64 3.3.10-1
libfftw3-quad3:amd64 3.3.10-1
libfftw3-single3:amd64 3.3.10-1
libfido2-1:amd64 1.12.0-2
libfile-basedir-perl 0.09-2
libfile-desktopentry-perl 0.22-3
libfile-fcntllock-perl 0.22-4+b1
libfile-listing-perl 6.15-1
libfile-mimeinfo-perl 0.33-1
libfile-sharedir-perl 1.118-3
libfile-which-perl 1.27-2
libfindrtp 0.4b-1kali1
libfishcamp1 1.2+20220607003151-1
libfl-dev:amd64 2.6.4-8.1
libfl2:amd64 2.6.4-8.1
libflac++10:amd64 1.4.2+ds-2
libflac12:amd64 1.4.2+ds-2
libflac8:amd64 1.3.4-2
libflashrom1:amd64 1.2-5
libflite1:amd64 2.2-5
libfluidsynth3:amd64 2.3.1-1
libflute-java 1:1.1.6-5
libfmt8:amd64 8.1.1+ds1-2
libfont-afm-perl 1.20-4
libfontbox-java 1:1.8.16-2
libfontconfig1:amd64 2.14.1-3
libfontenc1:amd64 1:1.1.4-1
libfonts-java 1.1.6.dfsg2-1
libformula-java 1.1.7.dfsg-3
libfox-1.6-0:amd64 1.6.57-1
libfreeaptx0:amd64 0.1.1-2
libfreefare-bin 0.4.0-2.1+b1
libfreefare0:amd64 0.4.0-2.1+b1
libfreehand-0.1-1 0.1.2-3
libfreeradius3 3.2.0+dfsg-1
libfreerdp-client2-2:amd64 2.7.0+dfsg1-1+b2
libfreerdp2-2:amd64 2.7.0+dfsg1-1+b2
libfreesrp0:amd64 0.3.0-2
libfreetype6:amd64 2.12.1+dfsg-4
libfreexl1:amd64 1.0.6-2
libfribidi0:amd64 1.0.8-2.1
libfsapfs1:amd64 20201107-1+b3
libfsext1:amd64 20220319-0kali1+b1
libfshfs1:amd64 20220427-0kali1+b1
libfsntfs1:amd64 20200921-2+b2
libfstrm0:amd64 0.6.1-1
libfsxfs1:amd64 20220113-0kali1+b1
libftdi1-2:amd64 1.5-6+b1
libfuse2:amd64 2.9.9-6
libfuse3-3:amd64 3.12.0-1
libfuzzy2:amd64 2.14.1+git20180629.57fcfff-3
libfvde1:amd64 20190104-1.1+b4
libfwnt1:amd64 20210906-0kali2+b1
libfwsi1:amd64 20181227-1.1+b4
libfxscintilla20 2.28.0-0kali2
libfyba0:amd64 4.1.1-8
libgail-common:amd64 2.24.33-2
libgail18:amd64 2.24.33-2
libgarcon-1-0:amd64 4.18.0-1
libgarcon-common 4.18.0-1
libgarcon-gtk3-1-0:amd64 4.18.0-1
libgbm1:amd64 22.3.6-1+deb12u1
libgc1:amd64 1:8.2.2-3
libgcc-11-dev:amd64 11.3.0-11
libgcc-12-dev:amd64 12.2.0-14
libgcc-s1:amd64 12.2.0-14
libgcc-s1:i386 12.2.0-14
libgck-1-0:amd64 3.41.1-1+b1
libgconf-2-4:amd64 3.2.6-8
libgcr-base-3-1:amd64 3.41.1-1+b1
libgcr-ui-3-1:amd64 3.41.1-1+b1
libgcrypt20:amd64 1.10.1-3
libgd3:amd64 2.3.0-2+b1
libgdal32 3.6.2+dfsg-1+b2
libgdata-common 0.18.1-2
libgdata22:amd64 0.18.1-2
libgdbm-compat4:amd64 1.23-3
libgdbm6:amd64 1.23-3
libgdcm3.0:amd64 3.0.21-1
libgdiplus 6.1+dfsg-1
libgdk-pixbuf-2.0-0:amd64 2.42.10+dfsg-1+b1
libgdk-pixbuf2.0-bin 2.42.10+dfsg-1+b1
libgdk-pixbuf2.0-common 2.42.10+dfsg-1
libgee-0.8-2:amd64 0.20.6-1
libgegl-0.4-0:amd64 1:0.4.42-2
libgegl-common 1:0.4.42-2
libgeoclue-2-0:amd64 2.6.0-2
libgeocode-glib-2-0:amd64 3.26.3-5
libgeoip1:amd64 1.6.12-10
libgeos-c1v5:amd64 3.11.0-2
libgeos3.11.0:amd64 3.11.0-2
libgeotiff5:amd64 1.7.1-1+b1
libgexiv2-2:amd64 0.14.0-1+b1
libgfapi0:amd64 10.3-4
libgfortran5:amd64 12.2.0-14
libgfrpc0:amd64 10.3-4
libgfxdr0:amd64 10.3-4
libgif7:amd64 5.2.1-2.5
libgimp2.0:amd64 2.10.34-1
libgirepository-1.0-1:amd64 1.74.0-3
libgl1:amd64 1.6.0-1
libgl1:i386 1.6.0-1
libgl1-mesa-dri:amd64 22.3.6-1+deb12u1
libgl1-mesa-dri:i386 22.3.6-1+deb12u1
libgl1-mesa-glx:i386 22.3.6-1+deb12u1
libglade2-0:amd64 1:2.6.4-2.4
libglapi-mesa:amd64 22.3.6-1+deb12u1
libglapi-mesa:i386 22.3.6-1+deb12u1
libgles2:amd64 1.6.0-1
libglib2.0-0:amd64 2.74.4-1
libglib2.0-bin 2.74.4-1
libglib2.0-data 2.74.4-1
libglibmm-2.4-1v5:amd64 2.66.5-2
libglibmm-2.68-1:amd64 2.74.0-2
libglu1-mesa:amd64 9.0.2-1.1
libglusterfs0:amd64 10.3-4
libglvnd0:amd64 1.6.0-1
libglvnd0:i386 1.6.0-1
libglx-mesa0:amd64 22.3.6-1+deb12u1
libglx-mesa0:i386 22.3.6-1+deb12u1
libglx0:amd64 1.6.0-1
libglx0:i386 1.6.0-1
libgme0:amd64 0.6.3-5
libgmp-dev:amd64 2:6.2.1+dfsg1-1.1
libgmp10:amd64 2:6.2.1+dfsg1-1.1
libgmpxx4ldbl:amd64 2:6.2.1+dfsg1-1.1
libgnome-desktop-3-20:amd64 43.2-2
libgnomekbd-common 3.28.1-1
libgnomekbd8:amd64 3.28.1-1
libgnuradio-analog3.10.2:amd64 3.10.2.0-1+b2
libgnuradio-audio3.10.2:amd64 3.10.2.0-1+b2
libgnuradio-blocks3.10.2:amd64 3.10.2.0-1+b2
libgnuradio-digital3.10.2:amd64 3.10.2.0-1+b2
libgnuradio-fft3.10.2:amd64 3.10.2.0-1+b2
libgnuradio-filter3.10.2:amd64 3.10.2.0-1+b2
libgnuradio-funcube1.0.0 1.0.0-3+b2
libgnuradio-iqbalance3.9.0 0.38.2-2+b4
libgnuradio-network3.10.2:amd64 3.10.2.0-1+b2
libgnuradio-osmosdr0.2.0:amd64 0.2.3-6
libgnuradio-pmt3.10.2:amd64 3.10.2.0-1+b2
libgnuradio-pmt3.10.3:amd64 3.10.3.0-2+b1
libgnuradio-runtime3.10.2:amd64 3.10.2.0-1+b2
libgnuradio-runtime3.10.3:amd64 3.10.3.0-2+b1
libgnuradio-uhd3.10.2:amd64 3.10.2.0-1+b2
libgnutls-dane0:amd64 3.7.8-4
libgnutls-openssl27:amd64 3.7.8-4
libgnutls30:amd64 3.7.8-4
libgo-12-dev:amd64 12.2.0-14
libgo21:amd64 12.2.0-14
libgoa-1.0-0b:amd64 3.46.0-1
libgoa-1.0-common 3.46.0-1
libgomp1:amd64 12.2.0-14
libgpg-error0:amd64 1.46-1
libgpgme11:amd64 1.18.0-3+b1
libgpgmepp6:amd64 1.18.0-3+b1
libgphoto2-6:amd64 2.5.30-1
libgphoto2-l10n 2.5.30-1
libgphoto2-port12:amd64 2.5.30-1
libgpiod2:amd64 1.6.3-1+b2
libgpm2:amd64 1.20.7-10+b1
libgprofng0:amd64 2.40-2
libgps28:amd64 3.22-4.1+b1
libgraphene-1.0-0:amd64 1.10.8-1
libgraphite2-3:amd64 1.3.14-1
libgs-common 10.0.0~dfsg-11
libgs10:amd64 10.0.0~dfsg-11
libgs10-common 10.0.0~dfsg-11
libgsf-1-114:amd64 1.14.50-1
libgsf-1-common 1.14.50-1
libgsl27:amd64 2.7.1+dfsg-5
libgslcblas0:amd64 2.7.1+dfsg-5
libgsm1:amd64 1.0.22-1
libgsm1-dev:amd64 1.0.22-1
libgsoap-2.8.124:amd64 2.8.124-2
libgspell-1-2:amd64 1.11.1-1
libgspell-1-common 1.12.0-1
libgssapi-krb5-2:amd64 1.20.1-1
libgssdp-1.2-0:amd64 1.4.0.1-2
libgstreamer-gl1.0-0:amd64 1.22.0-3
libgstreamer-plugins-bad1.0-0:amd64 1.20.3-1+b2
libgstreamer-plugins-base1.0-0:amd64 1.22.0-3
libgstreamer1.0-0:amd64 1.22.0-2
libgtk-3-0:amd64 3.24.36-1
libgtk-3-bin 3.24.36-1
libgtk-3-common 3.24.36-1
libgtk-4-1:amd64 4.8.2+ds-4
libgtk-4-bin 4.8.2+ds-4
libgtk-4-common 4.8.2+ds-4
libgtk2.0-0:amd64 2.24.33-2
libgtk2.0-bin 2.24.33-2
libgtk2.0-common 2.24.33-2
libgtkmm-3.0-1v5:amd64 3.24.7-1
libgtksourceview-3.0-1:amd64 3.24.11-2+b1
libgtksourceview-3.0-common 3.24.11-2
libgtksourceview-4-0:amd64 4.8.4-4
libgtksourceview-4-common 4.8.4-4
libgtksourceviewmm-3.0-0v5:amd64 3.18.0-4+b1
libgtkspell3-3-0:amd64 3.0.10-1
libgtop-2.0-11:amd64 2.40.0-2
libgtop2-common 2.40.0-2
libgts-0.7-5:amd64 0.7.6+darcs121130-5+b1
libgts-bin 0.7.6+darcs121130-5+b1
libgudev-1.0-0:amd64 237-2
libgupnp-1.2-1:amd64 1.4.3-1
